360,46.6383,0.00606,0.00018,0.02827
361,47.1834,0.00688,0.00021,0.03213
362,47.7285,0.00782,0.00024,0.03652
363,48.2735,0.00888,0.00027,0.04152
364,48.8186,0.01009,0.0003,0.04719
365,49.3637,0.01146,0.00034,0.05361
366,49.9088,0.01301,0.00039,0.06092
367,50.4539,0.01479,0.00044,0.06926
368,50.9989,0.0168,0.0005,0.07872
369,51.544,0.01907,0.00057,0.08939
370,52.0891,0.02161,0.00065,0.10137
371,51.8777,0.02408,0.00072,0.11298
372,51.6664,0.02681,0.0008,0.12585
373,51.455,0.02994,0.0009,0.14057
374,51.2437,0.03358,0.001,0.15773
375,51.0323,0.03785,0.00112,0.1779
376,50.8209,0.04295,0.00126,0.20202
377,50.6096,0.04881,0.00142,0.22981
378,50.3982,0.05518,0.00159,0.25997
379,50.1869,0.06179,0.00177,0.29123
380,49.9755,0.06837,0.00195,0.32234
381,50.4428,0.07577,0.00216,0.3573
382,50.91,0.08361,0.00239,0.39432
383,51.3773,0.0926,0.00265,0.43677
384,51.8446,0.10347,0.00296,0.48809
385,52.3118,0.11697,0.00335,0.55189
386,52.7791,0.13382,0.00382,0.63154
387,53.2464,0.15402,0.00438,0.72713
388,53.7137,0.1773,0.00502,0.83729
389,54.1809,0.20335,0.00575,0.96064
390,54.6482,0.23187,0.00656,1.0957
391,57.4589,0.27364,0.00776,1.29348
392,60.2695,0.32124,0.00913,1.51896
393,63.0802,0.37714,0.01074,1.78389
394,65.8909,0.44418,0.01264,2.10172
395,68.7015,0.52557,0.01491,2.48768
396,71.5122,0.62583,0.01766,2.9633
397,74.3229,0.74538,0.0209,3.53061
398,77.1336,0.881,0.02457,4.17446
399,79.9442,1.0288,0.02856,4.87644
400,82.7549,1.18422,0.03277,5.61492
401,83.628,1.31333,0.03627,6.22914
402,84.5011,1.44898,0.03997,6.87514
403,85.3742,1.60343,0.04421,7.61142
404,86.2473,1.78946,0.04935,8.49885
405,87.1204,2.02032,0.05576,9.60067
406,87.9936,2.30608,0.06376,10.96517
407,88.8667,2.64667,0.07336,12.59256
408,89.7398,3.04047,0.08446,14.47534
409,90.6129,3.48572,0.09694,16.60543
410,91.486,3.98056,0.1107,18.9742
411,91.6806,4.49195,0.12488,21.42503
412,91.8752,5.05521,0.14064,24.12747
413,92.0697,5.68243,0.15839,27.13981
414,92.2643,6.3858,0.17856,30.52089
415,92.4589,7.17758,0.20156,34.32999
416,92.6535,8.05697,0.22745,38.56323
417,92.8481,9.02267,0.25663,43.21747
418,93.0426,10.0864,0.29009,48.35376
419,93.2372,11.26,0.32879,54.03378
420,93.4318,12.55537,0.37373,60.31957
421,92.7568,13.85399,0.42169,66.64426
422,92.0819,15.22995,0.47508,73.36287
423,91.4069,16.63451,0.53284,80.24117
424,90.732,18.02037,0.59395,87.05182
425,90.057,19.34154,0.65742,93.57373
426,89.3821,20.57458,0.72279,99.69387
427,88.7071,21.72257,0.79027,105.42813
428,88.0322,22.78074,0.85987,110.75536
429,87.3572,23.74438,0.93161,115.65478
430,86.6823,24.6091,1.00551,120.10699
431,88.5006,26.1027,1.11273,127.67408
432,90.3188,27.53789,1.22677,135.00886
433,92.1371,28.91145,1.34794,142.09294
434,93.9554,30.22032,1.47652,148.9081
435,95.7736,31.46163,1.61283,155.43672
436,97.5919,32.62998,1.75737,161.65169
437,99.4102,33.72094,1.91012,167.5356
438,101.228,34.73348,2.07051,173.08718
439,103.047,35.66762,2.238,178.31068
440,104.865,36.52238,2.4119,183.20545
441,106.079,37.08521,2.57715,186.70377
442,107.294,37.56872,2.74783,189.86996
443,108.508,37.97921,2.92522,192.73882
444,109.722,38.32447,3.11076,195.35271
445,110.936,38.61238,3.30589,197.75451
446,112.151,38.84611,3.51154,199.96167
447,113.365,39.02731,3.72786,201.9824
448,114.579,39.16411,3.9554,203.85875
449,115.794,39.26506,4.19472,205.63475
450,117.008,39.33809,4.4463,207.35105
451,117.088,39.01345,4.66557,207.0419
452,117.169,38.67059,4.89391,206.69069
453,117.249,38.29771,5.13152,206.2344
454,117.33,37.88431,5.37872,205.61687
455,117.41,37.41857,5.63568,204.77478
456,117.49,36.89481,5.90313,203.67591
457,117.571,36.3158,6.18106,202.32301
458,117.651,35.68242,6.46852,200.70518
459,117.732,34.99677,6.76473,198.81841
460,117.812,34.25973,7.06872,196.65179
461,117.517,33.37131,7.3568,193.61263
462,117.222,32.43784,7.65196,190.29968
463,116.927,31.44375,7.95596,186.6181
464,116.632,30.37362,8.2705,182.47403
465,116.336,29.21197,8.59723,177.77304
466,116.041,27.94818,8.93701,172.44985
467,115.746,26.60436,9.29051,166.61886
468,115.451,25.21533,9.65942,160.46302
469,115.156,23.81559,10.04538,154.16351
470,114.861,22.43924,10.45005,147.89962
471,114.967,21.17848,10.91239,142.26273
472,115.073,19.94529,11.3975,136.68651
473,115.18,18.73842,11.90586,131.1625
474,115.286,17.55613,12.43758,125.6788
475,115.392,16.3972,12.99314,120.22692
476,115.498,15.26636,13.57471,114.82783
477,115.604,14.16954,14.18165,109.51714
478,115.711,13.10719,14.81017,104.30804
479,115.817,12.07947,15.4561,99.21108
480,115.923,11.08688,16.11562,94.23961
481,115.212,10.05796,16.66846,88.77284
482,114.501,9.08085,17.22889,83.52216
483,113.789,8.16069,17.80364,78.50458
484,113.078,7.30269,18.39979,73.73872
485,112.367,6.51167,19.02373,69.24055
486,111.656,5.79072,19.6786,65.02048
487,110.945,5.1347,20.36485,61.06593
488,110.233,4.53618,21.08465,57.35837
489,109.522,3.98801,21.84066,53.88124
490,108.811,3.48304,22.63486,50.6167
491,108.865,3.03921,23.63676,47.89239
492,108.92,2.62981,24.69592,45.33072
493,108.974,2.25435,25.81127,42.92292
494,109.028,1.91239,26.98238,40.66155
495,109.082,1.60351,28.20861,38.53867
496,109.137,1.3273,29.48717,36.54538
497,109.191,1.08317,30.82395,34.67383
498,109.245,0.87038,32.23279,32.91962
499,109.3,0.68819,33.72758,31.27823
500,109.354,0.53583,35.32134,29.74429
501,109.199,0.41246,36.95317,28.26257
502,109.044,0.32117,38.67636,26.87758
503,108.888,0.26404,40.47352,25.56383
504,108.733,0.24316,42.3284,24.29675
505,108.578,0.26059,44.22382,23.05111
506,108.423,0.31719,46.14807,21.81137
507,108.268,0.41538,48.10451,20.58387
508,108.112,0.55946,50.0985,19.37642
509,107.957,0.75376,52.1367,18.19732
510,107.802,1.00256,54.22441,17.05428
511,107.501,1.30608,56.28422,15.92502
512,107.2,1.66545,58.37169,14.83389
513,106.898,2.08211,60.47113,13.78922
514,106.597,2.55756,62.56874,12.79965
515,106.296,3.09321,64.64923,11.87326
516,105.995,3.6902,66.70749,11.01339
517,105.694,4.34615,68.73353,10.21717
518,105.392,5.05724,70.70488,9.48346
519,105.091,5.81979,72.60132,8.81139
520,104.79,6.63006,74.4009,8.19982
521,105.08,7.52741,76.5177,7.6928
522,105.37,8.47831,78.5495,7.23662
523,105.66,9.48192,80.50969,6.82224
524,105.95,10.53741,82.41181,6.44053
525,106.239,11.64379,84.26877,6.08218
526,106.529,12.80131,86.08719,5.74238
527,106.819,14.00552,87.85822,5.42071
528,107.109,15.24888,89.57599,5.11475
529,107.399,16.52379,91.23455,4.82206
530,107.689,17.82253,92.82792,4.54017
531,107.361,19.0305,93.8132,4.24154
532,107.032,20.24403,94.7193,3.9533
533,106.704,21.46558,95.55275,3.67684
534,106.375,22.69679,96.31652,3.41344
535,106.047,23.9401,97.01711,3.16444
536,105.719,25.19505,97.65632,2.92966
537,105.39,26.45993,98.23322,2.70794
538,105.062,27.73555,98.75015,2.49913
539,104.733,29.02169,99.20574,2.303
540,104.405,30.31921,99.60237,2.11942
541,104.369,31.71682,100.22097,1.95358
542,104.333,33.1333,100.78645,1.79874
543,104.297,34.56803,101.29957,1.65453
544,104.261,36.02038,101.76108,1.52061
545,104.225,37.48973,102.17177,1.39662
546,104.19,38.9758,102.53259,1.28229
547,104.154,40.47837,102.84356,1.17714
548,104.118,41.99895,103.10939,1.08053
549,104.082,43.5387,103.33382,0.99183
550,104.046,45.09873,103.52058,0.9104
